category,avg_rating,n_loved,n_reviews,n_sold,name,price,rate_1,rate_2,rate_3,rate_4,rate_5,rate_with_cmt,rate_with_imgvid,shop_age,shop_follower,shop_n_product,shop_n_review,shop_name,shop_rate_feedback,shop_time_feedback
Sạc,4.9,Đã thích (41),4.9,528,Cáp sạc iPhone iPad Airpods Lightning FOXCONN 5V-1A - SẠC NHANH,₫20.000,,,,,,,,5 năm trước,"12,8k",172,"27,2k",phuong_1103,92%,trong vài giờ
Sạc,4.9,Đã thích (51),4.9,719,Cáp Sạc Và Đồng Bộ Hóa Dữ Liệu Cho iPhone 5 5S 5C 6 7 8 x Plus iPod touch 5th iPad 4 iPad air 1 2,,,,,,,,,20 tháng trước,1k,538,"3,1k",13081309.vn,94%,trong vài giờ
Sạc,4.9,"Đã thích (5,5k)",4.9,"3,4k","Dây cáp sạc HoCo U79 type c micro usb iphone 6,7,8 chính hãng chống cháy nổ dây sạc lighting phụ kiện Poogroup",₫65.000 - ₫80.000,,,,,,,,28 tháng trước,"27,1k",288,"1,9k",phukiendochoioto_poogroup,90%,trong vài giờ
Sạc,4.9,Đã thích (2k),4.9,384,"Cáp Sạc Hoco X14 USB to Lightning Sạc Nhanh 2A, Cáp Dài 1M / 2M, Bên Nylon Chắc Chắn, Chống Rối, Dùng Cho iPhone iPad",₫39.000 - ₫49.000,1 Sao (1),2 Sao (0),3 Sao (2),4 Sao (1),5 Sao (136),Có Bình luận (76),Có hình ảnh / video (63),4 năm trước,"48,5k",122,"2,1k",retro.vn,94%,trong vài giờ
Sạc,,,,,,,1 Sao (2),2 Sao (4),3 Sao (6),4 Sao (13),5 Sao (271),Có Bình luận (102),Có hình ảnh / video (66),,,,,,,
Sạc,4.9,Đã thích (63),4.9,613,Giá đỡ điện thoại gấp gọn tiện lợi,₫3.900,1 Sao (2),2 Sao (3),3 Sao (0),4 Sao (4),5 Sao (156),Có Bình luận (61),Có hình ảnh / video (59),33 tháng trước,"6,5k",327,"27,4k",linlinlinfu.vn,84%,trong vài giờ
Sạc,4.9,Đã thích (32),4.9,613,Giá Đỡ Điện Thoại Để Bàn Mini Bằng Nhựa Màu Kẹo Ngọt,₫3.500,,,,,,,,28 tháng trước,"11,9k","2,2k","33,4k",ruiyanthird.vn,34%,trong vài giờ
Sạc,4.9,Đã thích (95),4.9,505,Cáp sạc dây dù và truyền dữ liệu cổng Lightning Hoco X35 2.4A dài 25cm - Hãng phân phối chính thức,₫36.000,1 Sao (2),2 Sao (0),3 Sao (1),4 Sao (7),5 Sao (216),Có Bình luận (94),Có hình ảnh / video (80),3 năm trước,"71,3k",1k,"26,9k",nhattin_flagship_store,68%,trong vài giờ
Sạc,4.9,"Đã thích (9,1k)",4.9,532,Dây Sạc Samsung 💎Sạc Nhanh + Chống Đứt💎 Cáp Sạc Hoco x14 Micro Android 1M - BH 12 Tháng Chính Hãng,₫45.000 - ₫50.000,1 Sao (1),2 Sao (1),3 Sao (1),4 Sao (0),5 Sao (168),Có Bình luận (59),Có hình ảnh / video (52),27 tháng trước,"40,1k",308,"26,9k",cap_sac_hoco,95%,trong vài giờ
Sạc,5.0,Đã thích (11),5.0,645,Dây quấn cáp sạc USB bằng silicon kiểu xoắn ốc chống rối tiện dụng,₫1.980,,,,,,,,20 tháng trước,"45,1k","3,6k","87,5k",vollter1.vn,76%,trong vài giờ
Sạc,,,,,,,,,,,,,,,,,,,,
Sạc,4.9,Đã thích (87),4.9,"1,2k",Pin Samsung Galaxy Note 4 công ty N910 | Note 4 2 Sim N9100 | Note 4 Edge N915,₫155.220,,,,,,,,4 năm trước,"4,6k",452,"11,6k",luugiamobile,93%,trong vài giờ
Sạc,4.9,Đã thích (87),4.9,579,Giá Đỡ Điện Thoại Hình Động Vật,₫8.000,,,,,,,,34 tháng trước,"44,3k",1k,"45,3k",vanphongphamsangtao,90%,trong vài giờ
Sạc,,,,,,,,,,,,,,,,,,,,
Sạc,,,,,,,,,,,,,,,,,,,,
Sạc,,,,,,,,,,,,,,,,,,,,
Sạc,,,,,,,,,,,,,,,,,,,,
